Aire,Base,Hauteur,Abscisse de la hauteur,Abscisse du point de premier découpage,Ordonnée du point de premier découpage,Abscisse du point de deuxième découpage,Ordonnée du point de deuxième découpage,Abscisse du point de troisième découpage,Ordonnée du point de troisième découpage
21,=42,=1,=17,=85/6,=5/6,=127/6,=5/6,=127/7,=5/7
21,=42,=1,=35/2,=35/12,=1/6,=119/4,=1/2,=17/2,=1/7
21,=42,=1,=35/2,=35/6,=1/3,=77/3,=2/3,=11,=2/7
21,=42,=1,=35/2,=25/4,=5/14,=259/12,=5/6,=259/30,=1/3
21,=42,=1,=35/2,=35/4,=1/2,=455/12,=1/6,=65/2,=1/7
21,=42,=1,=35/2,=35/4,=1/2,=119/4,=1/2,=119/6,=1/3
21,=42,=1,=35/2,=35/3,=2/3,=203/6,=1/3,=29,=2/7
21,=42,=1,=35/2,=175/12,=5/6,=133/4,=5/14,=931/30,=1/3
21,=42,=1,=35/2,=175/12,=5/6,=259/12,=5/6,=37/2,=5/7
21,=42,=1,=18,=3,=1/6,=30,=1/2,=60/7,=1/7
21,=42,=1,=18,=6,=1/3,=26,=2/3,=78/7,=2/7
21,=42,=1,=18,=45/7,=5/14,=22,=5/6,=44/5,=1/3
21,=42,=1,=18,=9,=1/2,=38,=1/6,=228/7,=1/7
21,=42,=1,=18,=9,=1/2,=30,=1/2,=20,=1/3
21,=42,=1,=18,=12,=2/3,=34,=1/3,=204/7,=2/7
21,=42,=1,=18,=15,=5/6,=234/7,=5/14,=156/5,=1/3
21,=42,=1,=18,=15,=5/6,=22,=5/6,=132/7,=5/7
21,=42,=1,=37/2,=37/12,=1/6,=121/4,=1/2,=121/14,=1/7
21,=42,=1,=37/2,=37/6,=1/3,=79/3,=2/3,=79/7,=2/7
21,=42,=1,=37/2,=185/28,=5/14,=269/12,=5/6,=269/30,=1/3
21,=42,=1,=37/2,=37/4,=1/2,=457/12,=1/6,=457/14,=1/7
21,=42,=1,=37/2,=37/4,=1/2,=121/4,=1/2,=121/6,=1/3
21,=42,=1,=37/2,=37/3,=2/3,=205/6,=1/3,=205/7,=2/7
21,=42,=1,=37/2,=185/12,=5/6,=941/28,=5/14,=941/30,=1/3
21,=42,=1,=37/2,=185/12,=5/6,=269/12,=5/6,=269/14,=5/7
21,=42,=1,=19,=19/6,=1/6,=61/2,=1/2,=61/7,=1/7
21,=42,=1,=19,=19/3,=1/3,=80/3,=2/3,=80/7,=2/7
21,=42,=1,=19,=95/14,=5/14,=137/6,=5/6,=137/15,=1/3
21,=42,=1,=19,=19/2,=1/2,=229/6,=1/6,=229/7,=1/7
21,=42,=1,=19,=19/2,=1/2,=61/2,=1/2,=61/3,=1/3
21,=42,=1,=19,=38/3,=2/3,=103/3,=1/3,=206/7,=2/7
21,=42,=1,=19,=95/6,=5/6,=473/14,=5/14,=473/15,=1/3
21,=42,=1,=19,=95/6,=5/6,=137/6,=5/6,=137/7,=5/7
21,=42,=1,=39/2,=13/4,=1/6,=123/4,=1/2,=123/14,=1/7
21,=42,=1,=39/2,=13/2,=1/3,=27,=2/3,=81/7,=2/7
21,=42,=1,=39/2,=195/28,=5/14,=93/4,=5/6,=93/10,=1/3
21,=42,=1,=39/2,=39/4,=1/2,=153/4,=1/6,=459/14,=1/7
21,=42,=1,=39/2,=39/4,=1/2,=123/4,=1/2,=41/2,=1/3
21,=42,=1,=39/2,=13,=2/3,=69/2,=1/3,=207/7,=2/7
21,=42,=1,=39/2,=65/4,=5/6,=951/28,=5/14,=317/10,=1/3
21,=42,=1,=39/2,=65/4,=5/6,=93/4,=5/6,=279/14,=5/7
21,=42,=1,=20,=10/3,=1/6,=31,=1/2,=62/7,=1/7
21,=42,=1,=20,=20/3,=1/3,=82/3,=2/3,=82/7,=2/7
21,=42,=1,=20,=50/7,=5/14,=71/3,=5/6,=142/15,=1/3
21,=42,=1,=20,=10,=1/2,=115/3,=1/6,=230/7,=1/7
21,=42,=1,=20,=10,=1/2,=31,=1/2,=62/3,=1/3
21,=42,=1,=20,=40/3,=2/3,=104/3,=1/3,=208/7,=2/7
21,=42,=1,=20,=50/3,=5/6,=239/7,=5/14,=478/15,=1/3
21,=42,=1,=20,=50/3,=5/6,=71/3,=5/6,=142/7,=5/7
21,=42,=1,=41/2,=41/12,=1/6,=125/4,=1/2,=125/14,=1/7
21,=42,=1,=41/2,=41/6,=1/3,=83/3,=2/3,=83/7,=2/7
21,=42,=1,=41/2,=205/28,=5/14,=289/12,=5/6,=289/30,=1/3
21,=42,=1,=41/2,=41/4,=1/2,=461/12,=1/6,=461/14,=1/7
21,=42,=1,=41/2,=41/4,=1/2,=125/4,=1/2,=125/6,=1/3
21,=42,=1,=41/2,=41/3,=2/3,=209/6,=1/3,=209/7,=2/7
21,=42,=1,=41/2,=205/12,=5/6,=961/28,=5/14,=961/30,=1/3
21,=42,=1,=41/2,=205/12,=5/6,=289/12,=5/6,=289/14,=5/7
21,=42,=1,=21,=7/2,=1/6,=63/2,=1/2,=9,=1/7
21,=42,=1,=21,=7,=1/3,=28,=2/3,=12,=2/7
21,=42,=1,=21,=15/2,=5/14,=49/2,=5/6,=49/5,=1/3
21,=42,=1,=21,=21/2,=1/2,=77/2,=1/6,=33,=1/7
21,=42,=1,=21,=21/2,=1/2,=63/2,=1/2,=21,=1/3
21,=42,=1,=21,=14,=2/3,=35,=1/3,=30,=2/7
21,=42,=1,=21,=35/2,=5/6,=69/2,=5/14,=161/5,=1/3
21,=42,=1,=21,=35/2,=5/6,=49/2,=5/6,=21,=5/7
21,=21,=2,=1/2,=1/12,=1/3,=43/4,=1,=43/14,=2/7
21,=21,=2,=1/2,=1/6,=2/3,=22/3,=4/3,=22/7,=4/7
21,=21,=2,=1/2,=5/28,=5/7,=47/12,=5/3,=47/30,=2/3
21,=21,=2,=1/2,=1/4,=1,=211/12,=1/3,=211/14,=2/7
21,=21,=2,=1/2,=1/4,=1,=43/4,=1,=43/6,=2/3
21,=21,=2,=1/2,=1/3,=4/3,=85/6,=2/3,=85/7,=4/7
21,=21,=2,=1/2,=5/12,=5/3,=383/28,=5/7,=383/30,=2/3
21,=21,=2,=1/2,=5/12,=5/3,=47/12,=5/3,=47/14,=10/7
21,=21,=2,=1,=1/6,=1/3,=11,=1,=22/7,=2/7
21,=21,=2,=1,=1/3,=2/3,=23/3,=4/3,=23/7,=4/7
21,=21,=2,=1,=5/14,=5/7,=13/3,=5/3,=26/15,=2/3
21,=21,=2,=1,=1/2,=1,=53/3,=1/3,=106/7,=2/7
21,=21,=2,=1,=1/2,=1,=11,=1,=22/3,=2/3
21,=21,=2,=1,=2/3,=4/3,=43/3,=2/3,=86/7,=4/7
21,=21,=2,=1,=5/6,=5/3,=97/7,=5/7,=194/15,=2/3
21,=21,=2,=1,=5/6,=5/3,=13/3,=5/3,=26/7,=10/7
21,=21,=2,=3/2,=1/4,=1/3,=45/4,=1,=45/14,=2/7
21,=21,=2,=3/2,=1/2,=2/3,=8,=4/3,=24/7,=4/7
21,=21,=2,=3/2,=15/28,=5/7,=19/4,=5/3,=19/10,=2/3
21,=21,=2,=3/2,=3/4,=1,=71/4,=1/3,=213/14,=2/7
21,=21,=2,=3/2,=3/4,=1,=45/4,=1,=15/2,=2/3
21,=21,=2,=3/2,=1,=4/3,=29/2,=2/3,=87/7,=4/7
21,=21,=2,=3/2,=5/4,=5/3,=393/28,=5/7,=131/10,=2/3
21,=21,=2,=3/2,=5/4,=5/3,=19/4,=5/3,=57/14,=10/7
21,=21,=2,=2,=1/3,=1/3,=23/2,=1,=23/7,=2/7
21,=21,=2,=2,=2/3,=2/3,=25/3,=4/3,=25/7,=4/7
21,=21,=2,=2,=5/7,=5/7,=31/6,=5/3,=31/15,=2/3
21,=21,=2,=2,=1,=1,=107/6,=1/3,=107/7,=2/7
21,=21,=2,=2,=1,=1,=23/2,=1,=23/3,=2/3
21,=21,=2,=2,=4/3,=4/3,=44/3,=2/3,=88/7,=4/7
21,=21,=2,=2,=5/3,=5/3,=199/14,=5/7,=199/15,=2/3
21,=21,=2,=2,=5/3,=5/3,=31/6,=5/3,=31/7,=10/7
21,=21,=2,=5/2,=5/12,=1/3,=47/4,=1,=47/14,=2/7
21,=21,=2,=5/2,=5/6,=2/3,=26/3,=4/3,=26/7,=4/7
21,=21,=2,=5/2,=25/28,=5/7,=67/12,=5/3,=67/30,=2/3
21,=21,=2,=5/2,=5/4,=1,=215/12,=1/3,=215/14,=2/7
21,=21,=2,=5/2,=5/4,=1,=47/4,=1,=47/6,=2/3
21,=21,=2,=5/2,=5/3,=4/3,=89/6,=2/3,=89/7,=4/7
21,=21,=2,=5/2,=25/12,=5/3,=403/28,=5/7,=403/30,=2/3
21,=21,=2,=5/2,=25/12,=5/3,=67/12,=5/3,=67/14,=10/7
21,=21,=2,=3,=1/2,=1/3,=12,=1,=24/7,=2/7
21,=21,=2,=3,=1,=2/3,=9,=4/3,=27/7,=4/7
21,=21,=2,=3,=15/14,=5/7,=6,=5/3,=12/5,=2/3
21,=21,=2,=3,=3/2,=1,=18,=1/3,=108/7,=2/7
21,=21,=2,=3,=3/2,=1,=12,=1,=8,=2/3
21,=21,=2,=3,=2,=4/3,=15,=2/3,=90/7,=4/7
21,=21,=2,=3,=5/2,=5/3,=102/7,=5/7,=68/5,=2/3
21,=21,=2,=3,=5/2,=5/3,=6,=5/3,=36/7,=10/7
21,=21,=2,=7/2,=7/12,=1/3,=49/4,=1,=7/2,=2/7
21,=21,=2,=7/2,=7/6,=2/3,=28/3,=4/3,=4,=4/7
21,=21,=2,=7/2,=5/4,=5/7,=77/12,=5/3,=77/30,=2/3
21,=21,=2,=7/2,=7/4,=1,=217/12,=1/3,=31/2,=2/7
21,=21,=2,=7/2,=7/4,=1,=49/4,=1,=49/6,=2/3
21,=21,=2,=7/2,=7/3,=4/3,=91/6,=2/3,=13,=4/7
21,=21,=2,=7/2,=35/12,=5/3,=59/4,=5/7,=413/30,=2/3
21,=21,=2,=7/2,=35/12,=5/3,=77/12,=5/3,=11/2,=10/7
21,=21,=2,=4,=2/3,=1/3,=25/2,=1,=25/7,=2/7
21,=21,=2,=4,=4/3,=2/3,=29/3,=4/3,=29/7,=4/7
21,=21,=2,=4,=10/7,=5/7,=41/6,=5/3,=41/15,=2/3
21,=21,=2,=4,=2,=1,=109/6,=1/3,=109/7,=2/7
21,=21,=2,=4,=2,=1,=25/2,=1,=25/3,=2/3
21,=21,=2,=4,=8/3,=4/3,=46/3,=2/3,=92/7,=4/7
21,=21,=2,=4,=10/3,=5/3,=209/14,=5/7,=209/15,=2/3
21,=21,=2,=4,=10/3,=5/3,=41/6,=5/3,=41/7,=10/7
21,=21,=2,=9/2,=3/4,=1/3,=51/4,=1,=51/14,=2/7
21,=21,=2,=9/2,=3/2,=2/3,=10,=4/3,=30/7,=4/7
21,=21,=2,=9/2,=45/28,=5/7,=29/4,=5/3,=29/10,=2/3
21,=21,=2,=9/2,=9/4,=1,=73/4,=1/3,=219/14,=2/7
21,=21,=2,=9/2,=9/4,=1,=51/4,=1,=17/2,=2/3
21,=21,=2,=9/2,=3,=4/3,=31/2,=2/3,=93/7,=4/7
21,=21,=2,=9/2,=15/4,=5/3,=423/28,=5/7,=141/10,=2/3
21,=21,=2,=9/2,=15/4,=5/3,=29/4,=5/3,=87/14,=10/7
21,=21,=2,=5,=5/6,=1/3,=13,=1,=26/7,=2/7
21,=21,=2,=5,=5/3,=2/3,=31/3,=4/3,=31/7,=4/7
21,=21,=2,=5,=25/14,=5/7,=23/3,=5/3,=46/15,=2/3
21,=21,=2,=5,=5/2,=1,=55/3,=1/3,=110/7,=2/7
21,=21,=2,=5,=5/2,=1,=13,=1,=26/3,=2/3
21,=21,=2,=5,=10/3,=4/3,=47/3,=2/3,=94/7,=4/7
21,=21,=2,=5,=25/6,=5/3,=107/7,=5/7,=214/15,=2/3
21,=21,=2,=5,=25/6,=5/3,=23/3,=5/3,=46/7,=10/7
21,=21,=2,=11/2,=11/12,=1/3,=53/4,=1,=53/14,=2/7
21,=21,=2,=11/2,=11/6,=2/3,=32/3,=4/3,=32/7,=4/7
21,=21,=2,=11/2,=55/28,=5/7,=97/12,=5/3,=97/30,=2/3
21,=21,=2,=11/2,=11/4,=1,=221/12,=1/3,=221/14,=2/7
21,=21,=2,=11/2,=11/4,=1,=53/4,=1,=53/6,=2/3
21,=21,=2,=11/2,=11/3,=4/3,=95/6,=2/3,=95/7,=4/7
21,=21,=2,=11/2,=55/12,=5/3,=433/28,=5/7,=433/30,=2/3
21,=21,=2,=11/2,=55/12,=5/3,=97/12,=5/3,=97/14,=10/7
21,=21,=2,=6,=1,=1/3,=27/2,=1,=27/7,=2/7
21,=21,=2,=6,=2,=2/3,=11,=4/3,=33/7,=4/7
21,=21,=2,=6,=15/7,=5/7,=17/2,=5/3,=17/5,=2/3
21,=21,=2,=6,=3,=1,=37/2,=1/3,=111/7,=2/7
21,=21,=2,=6,=3,=1,=27/2,=1,=9,=2/3
21,=21,=2,=6,=4,=4/3,=16,=2/3,=96/7,=4/7
21,=21,=2,=6,=5,=5/3,=219/14,=5/7,=73/5,=2/3
21,=21,=2,=6,=5,=5/3,=17/2,=5/3,=51/7,=10/7
21,=21,=2,=13/2,=13/12,=1/3,=55/4,=1,=55/14,=2/7
21,=21,=2,=13/2,=13/6,=2/3,=34/3,=4/3,=34/7,=4/7
21,=21,=2,=13/2,=65/28,=5/7,=107/12,=5/3,=107/30,=2/3
18,=9,=4,=5/2,=25/18,=20/9,=43/12,=10/3,=43/20,=2
18,=9,=4,=5/2,=35/24,=7/3,=71/18,=28/9,=71/28,=2
18,=9,=4,=5/2,=5/3,=8/3,=59/8,=1,=59/9,=8/9
18,=9,=4,=5/2,=5/3,=8/3,=14/3,=8/3,=7/2,=2
18,=9,=4,=5/2,=35/18,=28/9,=125/24,=7/3,=125/28,=2
18,=9,=4,=5/2,=25/12,=10/3,=97/18,=20/9,=97/20,=2
18,=9,=4,=3,=1/2,=2/3,=15/2,=1,=10/3,=4/9
18,=9,=4,=3,=3/4,=1,=8,=2/3,=16/3,=4/9
18,=9,=4,=3,=3/4,=1,=7,=4/3,=7/2,=2/3
18,=9,=4,=3,=3/4,=1,=5,=8/3,=5/3,=8/9
18,=9,=4,=3,=1,=4/3,=15/2,=1,=5,=2/3
18,=9,=4,=3,=3/2,=2,=6,=2,=4,=4/3
18,=9,=4,=3,=5/3,=20/9,=4,=10/3,=12/5,=2
18,=9,=4,=3,=7/4,=7/3,=13/3,=28/9,=39/14,=2
18,=9,=4,=3,=2,=8/3,=15/2,=1,=20/3,=8/9
18,=9,=4,=3,=2,=8/3,=5,=8/3,=15/4,=2
18,=9,=4,=3,=7/3,=28/9,=11/2,=7/3,=33/7,=2
18,=9,=4,=3,=5/2,=10/3,=17/3,=20/9,=51/10,=2
18,=9,=4,=7/2,=7/12,=2/3,=61/8,=1,=61/18,=4/9
18,=9,=4,=7/2,=7/8,=1,=97/12,=2/3,=97/18,=4/9
18,=9,=4,=7/2,=7/8,=1,=43/6,=4/3,=43/12,=2/3
18,=9,=4,=7/2,=7/8,=1,=16/3,=8/3,=16/9,=8/9
18,=9,=4,=7/2,=7/6,=4/3,=61/8,=1,=61/12,=2/3
18,=9,=4,=7/2,=7/4,=2,=25/4,=2,=25/6,=4/3
18,=9,=4,=7/2,=35/18,=20/9,=53/12,=10/3,=53/20,=2
18,=9,=4,=7/2,=49/24,=7/3,=85/18,=28/9,=85/28,=2
18,=9,=4,=7/2,=7/3,=8/3,=61/8,=1,=61/9,=8/9
18,=9,=4,=7/2,=7/3,=8/3,=16/3,=8/3,=4,=2
18,=9,=4,=7/2,=49/18,=28/9,=139/24,=7/3,=139/28,=2
18,=9,=4,=7/2,=35/12,=10/3,=107/18,=20/9,=107/20,=2
18,=9,=4,=4,=2/3,=2/3,=31/4,=1,=31/9,=4/9
18,=9,=4,=4,=1,=1,=49/6,=2/3,=49/9,=4/9
18,=9,=4,=4,=1,=1,=22/3,=4/3,=11/3,=2/3
18,=9,=4,=4,=1,=1,=17/3,=8/3,=17/9,=8/9
18,=9,=4,=4,=4/3,=4/3,=31/4,=1,=31/6,=2/3
18,=9,=4,=4,=2,=2,=13/2,=2,=13/3,=4/3
18,=9,=4,=4,=20/9,=20/9,=29/6,=10/3,=29/10,=2
18,=9,=4,=4,=7/3,=7/3,=46/9,=28/9,=23/7,=2
18,=9,=4,=4,=8/3,=8/3,=31/4,=1,=62/9,=8/9
18,=9,=4,=4,=8/3,=8/3,=17/3,=8/3,=17/4,=2
18,=9,=4,=4,=28/9,=28/9,=73/12,=7/3,=73/14,=2
18,=9,=4,=4,=10/3,=10/3,=56/9,=20/9,=28/5,=2
18,=9,=4,=9/2,=3/4,=2/3,=63/8,=1,=7/2,=4/9
18,=9,=4,=9/2,=9/8,=1,=33/4,=2/3,=11/2,=4/9
18,=9,=4,=9/2,=9/8,=1,=15/2,=4/3,=15/4,=2/3
18,=9,=4,=9/2,=9/8,=1,=6,=8/3,=2,=8/9
18,=9,=4,=9/2,=3/2,=4/3,=63/8,=1,=21/4,=2/3
18,=9,=4,=9/2,=9/4,=2,=27/4,=2,=9/2,=4/3
18,=9,=4,=9/2,=5/2,=20/9,=21/4,=10/3,=63/20,=2
18,=9,=4,=9/2,=21/8,=7/3,=11/2,=28/9,=99/28,=2
18,=9,=4,=9/2,=3,=8/3,=63/8,=1,=7,=8/9
18,=9,=4,=9/2,=3,=8/3,=6,=8/3,=9/2,=2
18,=9,=4,=9/2,=7/2,=28/9,=51/8,=7/3,=153/28,=2
18,=9,=4,=9/2,=15/4,=10/3,=13/2,=20/9,=117/20,=2
18,=9,=4,=5,=5/6,=2/3,=8,=1,=32/9,=4/9
18,=9,=4,=5,=5/4,=1,=25/3,=2/3,=50/9,=4/9
18,=9,=4,=5,=5/4,=1,=23/3,=4/3,=23/6,=2/3
18,=9,=4,=5,=5/4,=1,=19/3,=8/3,=19/9,=8/9
18,=9,=4,=5,=5/3,=4/3,=8,=1,=16/3,=2/3
18,=9,=4,=5,=5/2,=2,=7,=2,=14/3,=4/3
18,=9,=4,=5,=25/9,=20/9,=17/3,=10/3,=17/5,=2
18,=9,=4,=5,=35/12,=7/3,=53/9,=28/9,=53/14,=2
18,=9,=4,=5,=10/3,=8/3,=8,=1,=64/9,=8/9
18,=9,=4,=5,=10/3,=8/3,=19/3,=8/3,=19/4,=2
18,=9,=4,=5,=35/9,=28/9,=20/3,=7/3,=40/7,=2
18,=9,=4,=5,=25/6,=10/3,=61/9,=20/9,=61/10,=2
18,=6,=6,=1/2,=1/12,=1,=37/8,=3/2,=37/18,=2/3
18,=6,=6,=1/2,=1/8,=3/2,=61/12,=1,=61/18,=2/3
18,=6,=6,=1/2,=1/8,=3/2,=25/6,=2,=25/12,=1
18,=6,=6,=1/2,=1/8,=3/2,=7/3,=4,=7/9,=4/3
18,=6,=6,=1/2,=1/6,=2,=37/8,=3/2,=37/12,=1
18,=6,=6,=1/2,=1/4,=3,=13/4,=3,=13/6,=2
18,=6,=6,=1/2,=5/18,=10/3,=17/12,=5,=17/20,=3
18,=6,=6,=1/2,=7/24,=7/2,=31/18,=14/3,=31/28,=3
18,=6,=6,=1/2,=1/3,=4,=37/8,=3/2,=37/9,=4/3
18,=6,=6,=1/2,=1/3,=4,=7/3,=4,=7/4,=3
18,=6,=6,=1/2,=7/18,=14/3,=67/24,=7/2,=67/28,=3
18,=6,=6,=1/2,=5/12,=5,=53/18,=10/3,=53/20,=3
18,=6,=6,=1,=1/6,=1,=19/4,=3/2,=19/9,=2/3
18,=6,=6,=1,=1/4,=3/2,=31/6,=1,=31/9,=2/3
18,=6,=6,=1,=1/4,=3/2,=13/3,=2,=13/6,=1
18,=6,=6,=1,=1/4,=3/2,=8/3,=4,=8/9,=4/3
18,=6,=6,=1,=1/3,=2,=19/4,=3/2,=19/6,=1
18,=6,=6,=1,=1/2,=3,=7/2,=3,=7/3,=2
18,=6,=6,=1,=5/9,=10/3,=11/6,=5,=11/10,=3
18,=6,=6,=1,=7/12,=7/2,=19/9,=14/3,=19/14,=3
18,=6,=6,=1,=2/3,=4,=19/4,=3/2,=38/9,=4/3
18,=6,=6,=1,=2/3,=4,=8/3,=4,=2,=3
18,=6,=6,=1,=7/9,=14/3,=37/12,=7/2,=37/14,=3
18,=6,=6,=1,=5/6,=5,=29/9,=10/3,=29/10,=3
18,=6,=6,=3/2,=1/4,=1,=39/8,=3/2,=13/6,=2/3
18,=6,=6,=3/2,=3/8,=3/2,=21/4,=1,=7/2,=2/3
18,=6,=6,=3/2,=3/8,=3/2,=9/2,=2,=9/4,=1
18,=6,=6,=3/2,=3/8,=3/2,=3,=4,=1,=4/3
18,=6,=6,=3/2,=1/2,=2,=39/8,=3/2,=13/4,=1
18,=6,=6,=3/2,=3/4,=3,=15/4,=3,=5/2,=2
18,=6,=6,=3/2,=5/6,=10/3,=9/4,=5,=27/20,=3
18,=6,=6,=3/2,=7/8,=7/2,=5/2,=14/3,=45/28,=3
18,=6,=6,=3/2,=1,=4,=39/8,=3/2,=13/3,=4/3
18,=6,=6,=3/2,=1,=4,=3,=4,=9/4,=3
18,=6,=6,=3/2,=7/6,=14/3,=27/8,=7/2,=81/28,=3
18,=6,=6,=3/2,=5/4,=5,=7/2,=10/3,=63/20,=3
18,=6,=6,=2,=1/3,=1,=5,=3/2,=20/9,=2/3
18,=6,=6,=2,=1/2,=3/2,=16/3,=1,=32/9,=2/3
18,=6,=6,=2,=1/2,=3/2,=14/3,=2,=7/3,=1
18,=6,=6,=2,=1/2,=3/2,=10/3,=4,=10/9,=4/3
18,=6,=6,=2,=2/3,=2,=5,=3/2,=10/3,=1
18,=6,=6,=2,=1,=3,=4,=3,=8/3,=2
18,=6,=6,=2,=10/9,=10/3,=8/3,=5,=8/5,=3
18,=6,=6,=2,=7/6,=7/2,=26/9,=14/3,=13/7,=3
18,=6,=6,=2,=4/3,=4,=5,=3/2,=40/9,=4/3
18,=6,=6,=2,=4/3,=4,=10/3,=4,=5/2,=3
18,=6,=6,=2,=14/9,=14/3,=11/3,=7/2,=22/7,=3
18,=6,=6,=2,=5/3,=5,=34/9,=10/3,=17/5,=3
18,=6,=6,=5/2,=5/12,=1,=41/8,=3/2,=41/18,=2/3
18,=6,=6,=5/2,=5/8,=3/2,=65/12,=1,=65/18,=2/3
18,=6,=6,=5/2,=5/8,=3/2,=29/6,=2,=29/12,=1
18,=6,=6,=5/2,=5/8,=3/2,=11/3,=4,=11/9,=4/3
18,=6,=6,=5/2,=5/6,=2,=41/8,=3/2,=41/12,=1
18,=6,=6,=5/2,=5/4,=3,=17/4,=3,=17/6,=2
18,=6,=6,=5/2,=25/18,=10/3,=37/12,=5,=37/20,=3
18,=6,=6,=5/2,=35/24,=7/2,=59/18,=14/3,=59/28,=3
18,=6,=6,=5/2,=5/3,=4,=41/8,=3/2,=41/9,=4/3
18,=6,=6,=5/2,=5/3,=4,=11/3,=4,=11/4,=3
18,=6,=6,=5/2,=35/18,=14/3,=95/24,=7/2,=95/28,=3
18,=6,=6,=5/2,=25/12,=5,=73/18,=10/3,=73/20,=3
18,=6,=6,=3,=1/2,=1,=21/4,=3/2,=7/3,=2/3
18,=6,=6,=3,=3/4,=3/2,=11/2,=1,=11/3,=2/3
18,=6,=6,=3,=3/4,=3/2,=5,=2,=5/2,=1
18,=6,=6,=3,=3/4,=3/2,=4,=4,=4/3,=4/3
18,=6,=6,=3,=1,=2,=21/4,=3/2,=7/2,=1
18,=6,=6,=3,=3/2,=3,=9/2,=3,=3,=2
18,=6,=6,=3,=5/3,=10/3,=7/2,=5,=21/10,=3
18,=6,=6,=3,=7/4,=7/2,=11/3,=14/3,=33/14,=3
18,=6,=6,=3,=2,=4,=21/4,=3/2,=14/3,=4/3
18,=6,=6,=3,=2,=4,=4,=4,=3,=3
18,=6,=6,=3,=7/3,=14/3,=17/4,=7/2,=51/14,=3
18,=6,=6,=3,=5/2,=5,=13/3,=10/3,=39/10,=3
24,=24,=2,=4,=2/3,=1/3,=52/3,=2/3,=13/2,=1/4
24,=24,=2,=4,=1,=1/2,=52/3,=2/3,=26/3,=1/3
24,=24,=2,=4,=4/3,=2/3,=62/3,=1/3,=31/2,=1/4
24,=24,=2,=4,=4/3,=2/3,=19,=1/2,=38/3,=1/3
24,=24,=2,=4,=4/3,=2/3,=14,=1,=7,=1/2
24,=24,=2,=4,=3/2,=3/4,=9,=3/2,=4,=2/3
24,=24,=2,=4,=5/3,=5/6,=23/2,=5/4,=92/15,=2/3
24,=24,=2,=4,=7/4,=7/8,=37/3,=7/6,=148/21,=2/3
24,=24,=2,=4,=2,=1,=52/3,=2/3,=13,=1/2
24,=24,=2,=4,=2,=1,=14,=1,=28/3,=2/3
24,=24,=2,=4,=7/3,=7/6,=61/4,=7/8,=244/21,=2/3
24,=24,=2,=4,=5/2,=5/4,=47/3,=5/6,=188/15,=2/3
24,=24,=2,=4,=8/3,=4/3,=32/3,=4/3,=8,=1
24,=24,=2,=4,=3,=3/2,=33/2,=3/4,=44/3,=2/3
24,=24,=2,=9/2,=3/4,=1/3,=35/2,=2/3,=105/16,=1/4
24,=24,=2,=9/2,=9/8,=1/2,=35/2,=2/3,=35/4,=1/3
24,=24,=2,=9/2,=3/2,=2/3,=83/4,=1/3,=249/16,=1/4
24,=24,=2,=9/2,=3/2,=2/3,=153/8,=1/2,=51/4,=1/3
24,=24,=2,=9/2,=3/2,=2/3,=57/4,=1,=57/8,=1/2
24,=24,=2,=9/2,=27/16,=3/4,=75/8,=3/2,=25/6,=2/3
24,=24,=2,=9/2,=15/8,=5/6,=189/16,=5/4,=63/10,=2/3
24,=24,=2,=9/2,=63/32,=7/8,=101/8,=7/6,=101/14,=2/3
24,=24,=2,=9/2,=9/4,=1,=35/2,=2/3,=105/8,=1/2
24,=24,=2,=9/2,=9/4,=1,=57/4,=1,=19/2,=2/3
24,=24,=2,=9/2,=21/8,=7/6,=495/32,=7/8,=165/14,=2/3
24,=24,=2,=9/2,=45/16,=5/4,=127/8,=5/6,=127/10,=2/3
24,=24,=2,=9/2,=3,=4/3,=11,=4/3,=33/4,=1
24,=24,=2,=9/2,=27/8,=3/2,=267/16,=3/4,=89/6,=2/3
24,=24,=2,=5,=5/6,=1/3,=53/3,=2/3,=53/8,=1/4
24,=24,=2,=5,=5/4,=1/2,=53/3,=2/3,=53/6,=1/3
24,=24,=2,=5,=5/3,=2/3,=125/6,=1/3,=125/8,=1/4
24,=24,=2,=5,=5/3,=2/3,=77/4,=1/2,=77/6,=1/3
24,=24,=2,=5,=5/3,=2/3,=29/2,=1,=29/4,=1/2
24,=24,=2,=5,=15/8,=3/4,=39/4,=3/2,=13/3,=2/3
24,=24,=2,=5,=25/12,=5/6,=97/8,=5/4,=97/15,=2/3
24,=24,=2,=5,=35/16,=7/8,=155/12,=7/6,=155/21,=2/3
24,=24,=2,=5,=5/2,=1,=53/3,=2/3,=53/4,=1/2
24,=24,=2,=5,=5/2,=1,=29/2,=1,=29/3,=2/3
24,=24,=2,=5,=35/12,=7/6,=251/16,=7/8,=251/21,=2/3
24,=24,=2,=5,=25/8,=5/4,=193/12,=5/6,=193/15,=2/3
24,=24,=2,=5,=10/3,=4/3,=34/3,=4/3,=17/2,=1
24,=24,=2,=5,=15/4,=3/2,=135/8,=3/4,=15,=2/3
24,=24,=2,=11/2,=11/12,=1/3,=107/6,=2/3,=107/16,=1/4
24,=24,=2,=11/2,=11/8,=1/2,=107/6,=2/3,=107/12,=1/3
24,=24,=2,=11/2,=11/6,=2/3,=251/12,=1/3,=251/16,=1/4
24,=24,=2,=11/2,=11/6,=2/3,=155/8,=1/2,=155/12,=1/3
24,=24,=2,=11/2,=11/6,=2/3,=59/4,=1,=59/8,=1/2
