Aire,Base,Hauteur,Abscisse de la hauteur,Abscisse du point de premier découpage,Ordonnée du point de premier découpage,Abscisse du point de deuxième découpage,Ordonnée du point de deuxième découpage,Abscisse du point de troisième découpage,Ordonnée du point de troisième découpage
30,=60,=1,=1/2,=1/24,=1/12,=361/8,=1/4,=361/30,=1/15
30,=60,=1,=1/2,=1/20,=1/10,=601/12,=1/6,=601/30,=1/15
30,=60,=1,=1/2,=1/12,=1/6,=1081/20,=1/10,=1081/30,=1/15
30,=60,=1,=1/2,=1/12,=1/6,=481/10,=1/5,=481/20,=1/10
30,=60,=1,=1/2,=1/12,=1/6,=181/5,=2/5,=181/15,=2/15
30,=60,=1,=1/2,=1/10,=1/5,=601/12,=1/6,=601/20,=1/10
30,=60,=1,=1/2,=1/10,=1/5,=121/4,=1/2,=121/12,=1/6
30,=60,=1,=1/2,=7/60,=7/30,=607/24,=7/12,=607/70,=1/5
30,=60,=1,=1/2,=1/8,=1/4,=241/6,=1/3,=241/12,=1/6
30,=60,=1,=1/2,=1/8,=1/4,=121/4,=1/2,=121/10,=1/5
30,=60,=1,=1/2,=1/6,=1/3,=361/8,=1/4,=361/12,=1/6
30,=60,=1,=1/2,=1/6,=1/3,=241/6,=1/3,=241/10,=1/5
30,=60,=1,=1/2,=1/6,=1/3,=123/8,=3/4,=123/20,=3/10
30,=60,=1,=1/2,=1/5,=2/5,=601/12,=1/6,=601/15,=2/15
30,=60,=1,=1/2,=1/5,=2/5,=61/3,=2/3,=61/6,=1/3
30,=60,=1,=1/2,=1/4,=1/2,=481/10,=1/5,=481/12,=1/6
30,=60,=1,=1/2,=1/4,=1/2,=361/8,=1/4,=361/10,=1/5
30,=60,=1,=1/2,=1/4,=1/2,=121/4,=1/2,=121/6,=1/3
30,=60,=1,=1/2,=1/4,=1/2,=61/3,=2/3,=61/5,=2/5
30,=60,=1,=1/2,=7/24,=7/12,=367/20,=7/10,=367/30,=7/15
30,=60,=1,=1/2,=3/10,=3/5,=123/8,=3/4,=41/4,=1/2
30,=60,=1,=1/2,=1/3,=2/3,=181/5,=2/5,=181/6,=1/3
30,=60,=1,=1/2,=1/3,=2/3,=121/4,=1/2,=121/5,=2/5
30,=60,=1,=1/2,=1/3,=2/3,=61/3,=2/3,=61/4,=1/2
30,=60,=1,=1/2,=7/20,=7/10,=607/24,=7/12,=607/30,=7/15
30,=60,=1,=1/2,=3/8,=3/4,=241/6,=1/3,=723/20,=3/10
30,=60,=1,=1/2,=3/8,=3/4,=243/10,=3/5,=81/4,=1/2
30,=60,=1,=1/2,=3/8,=3/4,=123/8,=3/4,=123/10,=3/5
30,=60,=1,=1/2,=2/5,=4/5,=62/5,=4/5,=31/3,=2/3
30,=60,=1,=1,=1/12,=1/12,=181/4,=1/4,=181/15,=1/15
30,=60,=1,=1,=1/10,=1/10,=301/6,=1/6,=301/15,=1/15
30,=60,=1,=1,=1/6,=1/6,=541/10,=1/10,=541/15,=1/15
30,=60,=1,=1,=1/6,=1/6,=241/5,=1/5,=241/10,=1/10
30,=60,=1,=1,=1/6,=1/6,=182/5,=2/5,=182/15,=2/15
30,=60,=1,=1,=1/5,=1/5,=301/6,=1/6,=301/10,=1/10
30,=60,=1,=1,=1/5,=1/5,=61/2,=1/2,=61/6,=1/6
30,=60,=1,=1,=7/30,=7/30,=307/12,=7/12,=307/35,=1/5
30,=60,=1,=1,=1/4,=1/4,=661/12,=1/12,=661/15,=1/15
30,=60,=1,=1,=1/4,=1/4,=121/3,=1/3,=121/6,=1/6
30,=60,=1,=1,=1/4,=1/4,=61/2,=1/2,=61/5,=1/5
30,=60,=1,=1,=1/3,=1/3,=181/4,=1/4,=181/6,=1/6
30,=60,=1,=1,=1/3,=1/3,=121/3,=1/3,=121/5,=1/5
30,=60,=1,=1,=1/3,=1/3,=63/4,=3/4,=63/10,=3/10
30,=60,=1,=1,=2/5,=2/5,=301/6,=1/6,=602/15,=2/15
30,=60,=1,=1,=2/5,=2/5,=62/3,=2/3,=31/3,=1/3
30,=60,=1,=1,=1/2,=1/2,=241/5,=1/5,=241/6,=1/6
30,=60,=1,=1,=1/2,=1/2,=181/4,=1/4,=181/5,=1/5
30,=60,=1,=1,=1/2,=1/2,=61/2,=1/2,=61/3,=1/3
30,=60,=1,=1,=1/2,=1/2,=62/3,=2/3,=62/5,=2/5
30,=60,=1,=1,=7/12,=7/12,=187/10,=7/10,=187/15,=7/15
30,=60,=1,=1,=3/5,=3/5,=63/4,=3/4,=21/2,=1/2
30,=60,=1,=1,=2/3,=2/3,=182/5,=2/5,=91/3,=1/3
30,=60,=1,=1,=2/3,=2/3,=61/2,=1/2,=122/5,=2/5
30,=60,=1,=1,=2/3,=2/3,=62/3,=2/3,=31/2,=1/2
30,=60,=1,=1,=7/10,=7/10,=307/12,=7/12,=307/15,=7/15
30,=60,=1,=1,=3/4,=3/4,=121/3,=1/3,=363/10,=3/10
30,=60,=1,=1,=3/4,=3/4,=123/5,=3/5,=41/2,=1/2
30,=60,=1,=1,=3/4,=3/4,=63/4,=3/4,=63/5,=3/5
30,=60,=1,=1,=4/5,=4/5,=64/5,=4/5,=32/3,=2/3
30,=60,=1,=3/2,=1/8,=1/12,=363/8,=1/4,=121/10,=1/15
30,=60,=1,=3/2,=3/20,=1/10,=201/4,=1/6,=201/10,=1/15
30,=60,=1,=3/2,=1/4,=1/6,=1083/20,=1/10,=361/10,=1/15
30,=60,=1,=3/2,=1/4,=1/6,=483/10,=1/5,=483/20,=1/10
30,=60,=1,=3/2,=1/4,=1/6,=183/5,=2/5,=61/5,=2/15
30,=60,=1,=3/2,=3/10,=1/5,=201/4,=1/6,=603/20,=1/10
30,=60,=1,=3/2,=3/10,=1/5,=123/4,=1/2,=41/4,=1/6
30,=60,=1,=3/2,=7/20,=7/30,=207/8,=7/12,=621/70,=1/5
30,=60,=1,=3/2,=3/8,=1/4,=441/8,=1/12,=441/10,=1/15
30,=60,=1,=3/2,=3/8,=1/4,=81/2,=1/3,=81/4,=1/6
30,=60,=1,=3/2,=3/8,=1/4,=123/4,=1/2,=123/10,=1/5
30,=60,=1,=3/2,=1/2,=1/3,=363/8,=1/4,=121/4,=1/6
30,=60,=1,=3/2,=1/2,=1/3,=81/2,=1/3,=243/10,=1/5
30,=60,=1,=3/2,=1/2,=1/3,=129/8,=3/4,=129/20,=3/10
30,=60,=1,=3/2,=3/5,=2/5,=201/4,=1/6,=201/5,=2/15
30,=60,=1,=3/2,=3/5,=2/5,=21,=2/3,=21/2,=1/3
30,=60,=1,=3/2,=3/4,=1/2,=483/10,=1/5,=161/4,=1/6
30,=60,=1,=3/2,=3/4,=1/2,=363/8,=1/4,=363/10,=1/5
30,=60,=1,=3/2,=3/4,=1/2,=123/4,=1/2,=41/2,=1/3
30,=60,=1,=3/2,=3/4,=1/2,=21,=2/3,=63/5,=2/5
30,=60,=1,=3/2,=7/8,=7/12,=927/20,=7/30,=2781/70,=1/5
30,=60,=1,=3/2,=7/8,=7/12,=381/20,=7/10,=127/10,=7/15
30,=60,=1,=3/2,=9/10,=3/5,=129/8,=3/4,=43/4,=1/2
30,=60,=1,=3/2,=1,=2/3,=183/5,=2/5,=61/2,=1/3
30,=60,=1,=3/2,=1,=2/3,=123/4,=1/2,=123/5,=2/5
30,=60,=1,=3/2,=1,=2/3,=21,=2/3,=63/4,=1/2
30,=60,=1,=3/2,=21/20,=7/10,=207/8,=7/12,=207/10,=7/15
30,=60,=1,=3/2,=9/8,=3/4,=81/2,=1/3,=729/20,=3/10
30,=60,=1,=3/2,=9/8,=3/4,=249/10,=3/5,=83/4,=1/2
30,=60,=1,=3/2,=9/8,=3/4,=129/8,=3/4,=129/10,=3/5
30,=60,=1,=3/2,=6/5,=4/5,=66/5,=4/5,=11,=2/3
30,=60,=1,=2,=1/6,=1/12,=91/2,=1/4,=182/15,=1/15
30,=60,=1,=2,=1/5,=1/10,=151/3,=1/6,=302/15,=1/15
30,=60,=1,=2,=1/3,=1/6,=271/5,=1/10,=542/15,=1/15
30,=60,=1,=2,=1/3,=1/6,=242/5,=1/5,=121/5,=1/10
30,=60,=1,=2,=1/3,=1/6,=184/5,=2/5,=184/15,=2/15
30,=60,=1,=2,=2/5,=1/5,=151/3,=1/6,=151/5,=1/10
30,=60,=1,=2,=2/5,=1/5,=31,=1/2,=31/3,=1/6
30,=60,=1,=2,=7/15,=7/30,=157/6,=7/12,=314/35,=1/5
30,=60,=1,=2,=1/2,=1/4,=331/6,=1/12,=662/15,=1/15
30,=60,=1,=2,=1/2,=1/4,=122/3,=1/3,=61/3,=1/6
30,=60,=1,=2,=1/2,=1/4,=31,=1/2,=62/5,=1/5
30,=60,=1,=2,=2/3,=1/3,=91/2,=1/4,=91/3,=1/6
30,=60,=1,=2,=2/3,=1/3,=122/3,=1/3,=122/5,=1/5
30,=60,=1,=2,=2/3,=1/3,=33/2,=3/4,=33/5,=3/10
30,=60,=1,=2,=4/5,=2/5,=151/3,=1/6,=604/15,=2/15
30,=60,=1,=2,=4/5,=2/5,=64/3,=2/3,=32/3,=1/3
30,=60,=1,=2,=1,=1/2,=242/5,=1/5,=121/3,=1/6
30,=60,=1,=2,=1,=1/2,=91/2,=1/4,=182/5,=1/5
30,=60,=1,=2,=1,=1/2,=31,=1/2,=62/3,=1/3
30,=60,=1,=2,=1,=1/2,=64/3,=2/3,=64/5,=2/5
30,=60,=1,=2,=7/6,=7/12,=697/15,=7/30,=1394/35,=1/5
30,=60,=1,=2,=7/6,=7/12,=97/5,=7/10,=194/15,=7/15
30,=60,=1,=2,=6/5,=3/5,=33/2,=3/4,=11,=1/2
30,=60,=1,=2,=4/3,=2/3,=184/5,=2/5,=92/3,=1/3
30,=60,=1,=2,=4/3,=2/3,=31,=1/2,=124/5,=2/5
30,=60,=1,=2,=4/3,=2/3,=64/3,=2/3,=16,=1/2
30,=60,=1,=2,=7/5,=7/10,=157/6,=7/12,=314/15,=7/15
30,=60,=1,=2,=3/2,=3/4,=122/3,=1/3,=183/5,=3/10
30,=60,=1,=2,=3/2,=3/4,=126/5,=3/5,=21,=1/2
30,=60,=1,=2,=3/2,=3/4,=33/2,=3/4,=66/5,=3/5
30,=60,=1,=2,=8/5,=4/5,=68/5,=4/5,=34/3,=2/3
30,=60,=1,=5/2,=5/24,=1/12,=365/8,=1/4,=73/6,=1/15
30,=60,=1,=5/2,=1/4,=1/10,=605/12,=1/6,=121/6,=1/15
30,=60,=1,=5/2,=5/12,=1/6,=217/4,=1/10,=217/6,=1/15
30,=60,=1,=5/2,=5/12,=1/6,=97/2,=1/5,=97/4,=1/10
30,=60,=1,=5/2,=5/12,=1/6,=37,=2/5,=37/3,=2/15
30,=60,=1,=5/2,=1/2,=1/5,=605/12,=1/6,=121/4,=1/10
30,=60,=1,=5/2,=1/2,=1/5,=125/4,=1/2,=125/12,=1/6
30,=60,=1,=5/2,=7/12,=7/30,=635/24,=7/12,=127/14,=1/5
30,=60,=1,=5/2,=5/8,=1/4,=245/6,=1/3,=245/12,=1/6
30,=60,=1,=5/2,=5/8,=1/4,=125/4,=1/2,=25/2,=1/5
30,=60,=1,=5/2,=5/6,=1/3,=365/8,=1/4,=365/12,=1/6
30,=60,=1,=5/2,=5/6,=1/3,=245/6,=1/3,=49/2,=1/5
30,=60,=1,=5/2,=5/6,=1/3,=135/8,=3/4,=27/4,=3/10
30,=60,=1,=5/2,=1,=2/5,=605/12,=1/6,=121/3,=2/15
30,=60,=1,=5/2,=1,=2/5,=65/3,=2/3,=65/6,=1/3
30,=60,=1,=5/2,=5/4,=1/2,=97/2,=1/5,=485/12,=1/6
30,=60,=1,=5/2,=5/4,=1/2,=365/8,=1/4,=73/2,=1/5
30,=60,=1,=5/2,=5/4,=1/2,=125/4,=1/2,=125/6,=1/3
30,=60,=1,=5/2,=5/4,=1/2,=65/3,=2/3,=13,=2/5
30,=60,=1,=5/2,=35/24,=7/12,=559/12,=7/30,=559/14,=1/5
30,=60,=1,=5/2,=35/24,=7/12,=79/4,=7/10,=79/6,=7/15
30,=60,=1,=5/2,=3/2,=3/5,=135/8,=3/4,=45/4,=1/2
30,=60,=1,=5/2,=5/3,=2/3,=37,=2/5,=185/6,=1/3
30,=60,=1,=5/2,=5/3,=2/3,=125/4,=1/2,=25,=2/5
30,=60,=1,=5/2,=5/3,=2/3,=65/3,=2/3,=65/4,=1/2
30,=60,=1,=5/2,=7/4,=7/10,=635/24,=7/12,=127/6,=7/15
30,=60,=1,=5/2,=15/8,=3/4,=245/6,=1/3,=147/4,=3/10
30,=60,=1,=5/2,=15/8,=3/4,=51/2,=3/5,=85/4,=1/2
30,=60,=1,=5/2,=15/8,=3/4,=135/8,=3/4,=27/2,=3/5
30,=60,=1,=5/2,=2,=4/5,=14,=4/5,=35/3,=2/3
30,=60,=1,=3,=1/4,=1/12,=183/4,=1/4,=61/5,=1/15
30,=60,=1,=3,=3/10,=1/10,=101/2,=1/6,=101/5,=1/15
30,=60,=1,=3,=1/2,=1/6,=543/10,=1/10,=181/5,=1/15
30,=60,=1,=3,=1/2,=1/6,=243/5,=1/5,=243/10,=1/10
30,=60,=1,=3,=1/2,=1/6,=186/5,=2/5,=62/5,=2/15
30,=60,=1,=3,=3/5,=1/5,=101/2,=1/6,=303/10,=1/10
30,=60,=1,=3,=3/5,=1/5,=63/2,=1/2,=21/2,=1/6
30,=60,=1,=3,=7/10,=7/30,=107/4,=7/12,=321/35,=1/5
30,=60,=1,=3,=3/4,=1/4,=221/4,=1/12,=221/5,=1/15
30,=60,=1,=3,=3/4,=1/4,=41,=1/3,=41/2,=1/6
30,=60,=1,=3,=3/4,=1/4,=63/2,=1/2,=63/5,=1/5
30,=60,=1,=3,=1,=1/3,=183/4,=1/4,=61/2,=1/6
28,=56,=1,=11,=11/8,=1/8,=257/7,=3/7,=257/28,=3/28
28,=56,=1,=11,=11/7,=1/7,=403/8,=1/8,=403/14,=1/14
28,=56,=1,=11,=11/4,=1/4,=179/4,=1/4,=179/7,=1/7
28,=56,=1,=11,=33/8,=3/8,=257/7,=3/7,=257/12,=1/4
28,=56,=1,=11,=33/7,=3/7,=403/8,=1/8,=1209/28,=3/28
28,=56,=1,=11,=33/7,=3/7,=313/8,=3/8,=313/12,=1/4
28,=56,=1,=11,=11/2,=1/2,=89/4,=3/4,=89/7,=3/7
28,=56,=1,=11,=55/8,=5/8,=167/7,=5/7,=167/10,=1/2
28,=56,=1,=11,=55/7,=5/7,=223/8,=5/8,=223/10,=1/2
28,=56,=1,=11,=33/4,=3/4,=67/2,=1/2,=201/7,=3/7
28,=56,=1,=11,=66/7,=6/7,=122/7,=6/7,=61/4,=3/4
28,=56,=1,=23/2,=23/16,=1/8,=695/14,=1/7,=695/28,=1/14
28,=56,=1,=23/2,=23/16,=1/8,=517/14,=3/7,=517/56,=3/28
28,=56,=1,=23/2,=23/14,=1/7,=807/16,=1/8,=807/28,=1/14
28,=56,=1,=23/2,=23/8,=1/4,=359/8,=1/4,=359/14,=1/7
28,=56,=1,=23/2,=69/16,=3/8,=517/14,=3/7,=517/24,=1/4
28,=56,=1,=23/2,=69/14,=3/7,=807/16,=1/8,=2421/56,=3/28
28,=56,=1,=23/2,=69/14,=3/7,=629/16,=3/8,=629/24,=1/4
28,=56,=1,=23/2,=23/4,=1/2,=181/8,=3/4,=181/14,=3/7
28,=56,=1,=23/2,=115/16,=5/8,=339/14,=5/7,=339/20,=1/2
28,=56,=1,=23/2,=115/14,=5/7,=451/16,=5/8,=451/20,=1/2
28,=56,=1,=23/2,=69/8,=3/4,=135/4,=1/2,=405/14,=3/7
28,=56,=1,=23/2,=69/7,=6/7,=125/7,=6/7,=125/8,=3/4
28,=56,=1,=12,=3/2,=1/8,=348/7,=1/7,=174/7,=1/14
28,=56,=1,=12,=3/2,=1/8,=260/7,=3/7,=65/7,=3/28
28,=56,=1,=12,=12/7,=1/7,=101/2,=1/8,=202/7,=1/14
28,=56,=1,=12,=3,=1/4,=45,=1/4,=180/7,=1/7
28,=56,=1,=12,=9/2,=3/8,=260/7,=3/7,=65/3,=1/4
28,=56,=1,=12,=36/7,=3/7,=101/2,=1/8,=303/7,=3/28
28,=56,=1,=12,=36/7,=3/7,=79/2,=3/8,=79/3,=1/4
28,=56,=1,=12,=6,=1/2,=23,=3/4,=92/7,=3/7
28,=56,=1,=12,=15/2,=5/8,=172/7,=5/7,=86/5,=1/2
28,=56,=1,=12,=60/7,=5/7,=57/2,=5/8,=114/5,=1/2
28,=56,=1,=12,=9,=3/4,=34,=1/2,=204/7,=3/7
28,=56,=1,=12,=72/7,=6/7,=128/7,=6/7,=16,=3/4
28,=56,=1,=25/2,=25/16,=1/8,=697/14,=1/7,=697/28,=1/14
28,=56,=1,=25/2,=25/16,=1/8,=523/14,=3/7,=523/56,=3/28
28,=56,=1,=25/2,=25/14,=1/7,=809/16,=1/8,=809/28,=1/14
28,=56,=1,=25/2,=25/8,=1/4,=361/8,=1/4,=361/14,=1/7
28,=56,=1,=25/2,=75/16,=3/8,=523/14,=3/7,=523/24,=1/4
28,=56,=1,=25/2,=75/14,=3/7,=809/16,=1/8,=2427/56,=3/28
28,=56,=1,=25/2,=75/14,=3/7,=635/16,=3/8,=635/24,=1/4
28,=56,=1,=25/2,=25/4,=1/2,=187/8,=3/4,=187/14,=3/7
28,=56,=1,=25/2,=125/16,=5/8,=349/14,=5/7,=349/20,=1/2
28,=56,=1,=25/2,=125/14,=5/7,=461/16,=5/8,=461/20,=1/2
28,=56,=1,=25/2,=75/8,=3/4,=137/4,=1/2,=411/14,=3/7
28,=56,=1,=25/2,=75/7,=6/7,=131/7,=6/7,=131/8,=3/4
28,=56,=1,=13,=13/8,=1/8,=349/7,=1/7,=349/14,=1/14
28,=56,=1,=13,=13/8,=1/8,=263/7,=3/7,=263/28,=3/28
28,=56,=1,=13,=13/7,=1/7,=405/8,=1/8,=405/14,=1/14
28,=56,=1,=13,=13/4,=1/4,=181/4,=1/4,=181/7,=1/7
28,=56,=1,=13,=39/8,=3/8,=263/7,=3/7,=263/12,=1/4
28,=56,=1,=13,=39/7,=3/7,=405/8,=1/8,=1215/28,=3/28
28,=56,=1,=13,=39/7,=3/7,=319/8,=3/8,=319/12,=1/4
28,=56,=1,=13,=13/2,=1/2,=95/4,=3/4,=95/7,=3/7
28,=56,=1,=13,=65/8,=5/8,=177/7,=5/7,=177/10,=1/2
28,=56,=1,=13,=65/7,=5/7,=233/8,=5/8,=233/10,=1/2
28,=56,=1,=13,=39/4,=3/4,=69/2,=1/2,=207/7,=3/7
28,=56,=1,=13,=78/7,=6/7,=134/7,=6/7,=67/4,=3/4
28,=56,=1,=27/2,=27/16,=1/8,=699/14,=1/7,=699/28,=1/14
28,=56,=1,=27/2,=27/16,=1/8,=529/14,=3/7,=529/56,=3/28
28,=56,=1,=27/2,=27/14,=1/7,=811/16,=1/8,=811/28,=1/14
28,=56,=1,=27/2,=27/8,=1/4,=363/8,=1/4,=363/14,=1/7
28,=56,=1,=27/2,=81/16,=3/8,=529/14,=3/7,=529/24,=1/4
28,=56,=1,=27/2,=81/14,=3/7,=811/16,=1/8,=2433/56,=3/28
28,=56,=1,=27/2,=81/14,=3/7,=641/16,=3/8,=641/24,=1/4
28,=56,=1,=27/2,=27/4,=1/2,=193/8,=3/4,=193/14,=3/7
28,=56,=1,=27/2,=135/16,=5/8,=359/14,=5/7,=359/20,=1/2
28,=56,=1,=27/2,=135/14,=5/7,=471/16,=5/8,=471/20,=1/2
28,=56,=1,=27/2,=81/8,=3/4,=139/4,=1/2,=417/14,=3/7
28,=56,=1,=27/2,=81/7,=6/7,=137/7,=6/7,=137/8,=3/4
28,=56,=1,=14,=7/4,=1/8,=50,=1/7,=25,=1/14
28,=56,=1,=14,=7/4,=1/8,=38,=3/7,=19/2,=3/28
28,=56,=1,=14,=2,=1/7,=203/4,=1/8,=29,=1/14
28,=56,=1,=14,=7/2,=1/4,=91/2,=1/4,=26,=1/7
28,=56,=1,=14,=21/4,=3/8,=38,=3/7,=133/6,=1/4
28,=56,=1,=14,=6,=3/7,=203/4,=1/8,=87/2,=3/28
28,=56,=1,=14,=6,=3/7,=161/4,=3/8,=161/6,=1/4
28,=56,=1,=14,=7,=1/2,=49/2,=3/4,=14,=3/7
28,=56,=1,=14,=35/4,=5/8,=26,=5/7,=91/5,=1/2
28,=56,=1,=14,=10,=5/7,=119/4,=5/8,=119/5,=1/2
28,=56,=1,=14,=21/2,=3/4,=35,=1/2,=30,=3/7
28,=56,=1,=14,=12,=6/7,=20,=6/7,=35/2,=3/4
28,=56,=1,=29/2,=29/16,=1/8,=701/14,=1/7,=701/28,=1/14
28,=56,=1,=29/2,=29/16,=1/8,=535/14,=3/7,=535/56,=3/28
28,=56,=1,=29/2,=29/14,=1/7,=813/16,=1/8,=813/28,=1/14
28,=56,=1,=29/2,=29/8,=1/4,=365/8,=1/4,=365/14,=1/7
28,=56,=1,=29/2,=87/16,=3/8,=535/14,=3/7,=535/24,=1/4
28,=56,=1,=29/2,=87/14,=3/7,=813/16,=1/8,=2439/56,=3/28
28,=56,=1,=29/2,=87/14,=3/7,=647/16,=3/8,=647/24,=1/4
28,=56,=1,=29/2,=29/4,=1/2,=199/8,=3/4,=199/14,=3/7
28,=56,=1,=29/2,=145/16,=5/8,=369/14,=5/7,=369/20,=1/2
28,=56,=1,=29/2,=145/14,=5/7,=481/16,=5/8,=481/20,=1/2
28,=56,=1,=29/2,=87/8,=3/4,=141/4,=1/2,=423/14,=3/7
28,=56,=1,=29/2,=87/7,=6/7,=143/7,=6/7,=143/8,=3/4
28,=56,=1,=15,=15/8,=1/8,=351/7,=1/7,=351/14,=1/14
28,=56,=1,=15,=15/8,=1/8,=269/7,=3/7,=269/28,=3/28
28,=56,=1,=15,=15/7,=1/7,=407/8,=1/8,=407/14,=1/14
28,=56,=1,=15,=15/4,=1/4,=183/4,=1/4,=183/7,=1/7
28,=56,=1,=15,=45/8,=3/8,=269/7,=3/7,=269/12,=1/4
28,=56,=1,=15,=45/7,=3/7,=407/8,=1/8,=1221/28,=3/28
28,=56,=1,=15,=45/7,=3/7,=325/8,=3/8,=325/12,=1/4
28,=56,=1,=15,=15/2,=1/2,=101/4,=3/4,=101/7,=3/7
28,=56,=1,=15,=75/8,=5/8,=187/7,=5/7,=187/10,=1/2
28,=56,=1,=15,=75/7,=5/7,=243/8,=5/8,=243/10,=1/2
28,=56,=1,=15,=45/4,=3/4,=71/2,=1/2,=213/7,=3/7
28,=56,=1,=15,=90/7,=6/7,=146/7,=6/7,=73/4,=3/4
28,=56,=1,=31/2,=31/16,=1/8,=703/14,=1/7,=703/28,=1/14
28,=56,=1,=31/2,=31/16,=1/8,=541/14,=3/7,=541/56,=3/28
28,=56,=1,=31/2,=31/14,=1/7,=815/16,=1/8,=815/28,=1/14
28,=56,=1,=31/2,=31/8,=1/4,=367/8,=1/4,=367/14,=1/7
28,=56,=1,=31/2,=93/16,=3/8,=541/14,=3/7,=541/24,=1/4
28,=56,=1,=31/2,=93/14,=3/7,=815/16,=1/8,=2445/56,=3/28
28,=56,=1,=31/2,=93/14,=3/7,=653/16,=3/8,=653/24,=1/4
28,=56,=1,=31/2,=31/4,=1/2,=205/8,=3/4,=205/14,=3/7
28,=56,=1,=31/2,=155/16,=5/8,=379/14,=5/7,=379/20,=1/2
28,=56,=1,=31/2,=155/14,=5/7,=491/16,=5/8,=491/20,=1/2
28,=56,=1,=31/2,=93/8,=3/4,=143/4,=1/2,=429/14,=3/7
28,=56,=1,=31/2,=93/7,=6/7,=149/7,=6/7,=149/8,=3/4
28,=56,=1,=16,=2,=1/8,=352/7,=1/7,=176/7,=1/14
28,=56,=1,=16,=2,=1/8,=272/7,=3/7,=68/7,=3/28
28,=56,=1,=16,=16/7,=1/7,=51,=1/8,=204/7,=1/14
28,=56,=1,=16,=4,=1/4,=46,=1/4,=184/7,=1/7
28,=56,=1,=16,=6,=3/8,=272/7,=3/7,=68/3,=1/4
28,=56,=1,=16,=48/7,=3/7,=51,=1/8,=306/7,=3/28
28,=56,=1,=16,=48/7,=3/7,=41,=3/8,=82/3,=1/4
28,=56,=1,=16,=8,=1/2,=26,=3/4,=104/7,=3/7
28,=56,=1,=16,=10,=5/8,=192/7,=5/7,=96/5,=1/2
28,=56,=1,=16,=80/7,=5/7,=31,=5/8,=124/5,=1/2
28,=56,=1,=16,=12,=3/4,=36,=1/2,=216/7,=3/7
28,=56,=1,=16,=96/7,=6/7,=152/7,=6/7,=19,=3/4
28,=56,=1,=33/2,=33/16,=1/8,=705/14,=1/7,=705/28,=1/14
28,=56,=1,=33/2,=33/16,=1/8,=547/14,=3/7,=547/56,=3/28
28,=56,=1,=33/2,=33/14,=1/7,=817/16,=1/8,=817/28,=1/14
28,=56,=1,=33/2,=33/8,=1/4,=369/8,=1/4,=369/14,=1/7
28,=56,=1,=33/2,=99/16,=3/8,=547/14,=3/7,=547/24,=1/4
28,=56,=1,=33/2,=99/14,=3/7,=817/16,=1/8,=2451/56,=3/28
28,=56,=1,=33/2,=99/14,=3/7,=659/16,=3/8,=659/24,=1/4
28,=56,=1,=33/2,=33/4,=1/2,=211/8,=3/4,=211/14,=3/7
28,=56,=1,=33/2,=165/16,=5/8,=389/14,=5/7,=389/20,=1/2
28,=56,=1,=33/2,=165/14,=5/7,=501/16,=5/8,=501/20,=1/2
28,=56,=1,=33/2,=99/8,=3/4,=145/4,=1/2,=435/14,=3/7
28,=56,=1,=33/2,=99/7,=6/7,=155/7,=6/7,=155/8,=3/4
28,=56,=1,=17,=17/8,=1/8,=353/7,=1/7,=353/14,=1/14
28,=56,=1,=17,=17/8,=1/8,=275/7,=3/7,=275/28,=3/28
28,=56,=1,=17,=17/7,=1/7,=409/8,=1/8,=409/14,=1/14
28,=56,=1,=17,=17/4,=1/4,=185/4,=1/4,=185/7,=1/7
28,=56,=1,=17,=51/8,=3/8,=275/7,=3/7,=275/12,=1/4
28,=56,=1,=17,=51/7,=3/7,=409/8,=1/8,=1227/28,=3/28
28,=56,=1,=17,=51/7,=3/7,=331/8,=3/8,=331/12,=1/4
28,=56,=1,=17,=17/2,=1/2,=107/4,=3/4,=107/7,=3/7
28,=56,=1,=17,=85/8,=5/8,=197/7,=5/7,=197/10,=1/2
28,=56,=1,=17,=85/7,=5/7,=253/8,=5/8,=253/10,=1/2
28,=56,=1,=17,=51/4,=3/4,=73/2,=1/2,=219/7,=3/7
28,=56,=1,=17,=102/7,=6/7,=158/7,=6/7,=79/4,=3/4
28,=56,=1,=35/2,=35/16,=1/8,=101/2,=1/7,=101/4,=1/14
28,=56,=1,=35/2,=35/16,=1/8,=79/2,=3/7,=79/8,=3/28
28,=56,=1,=35/2,=5/2,=1/7,=819/16,=1/8,=117/4,=1/14
28,=56,=1,=35/2,=35/8,=1/4,=371/8,=1/4,=53/2,=1/7
28,=56,=1,=35/2,=105/16,=3/8,=79/2,=3/7,=553/24,=1/4
28,=56,=1,=35/2,=15/2,=3/7,=819/16,=1/8,=351/8,=3/28
28,=56,=1,=35/2,=15/2,=3/7,=665/16,=3/8,=665/24,=1/4
28,=28,=2,=13/2,=13/16,=1/4,=263/14,=6/7,=263/56,=3/14
28,=28,=2,=13/2,=13/14,=2/7,=405/16,=1/4,=405/28,=1/7
28,=28,=2,=13/2,=13/8,=1/2,=181/8,=1/2,=181/14,=2/7
28,=28,=2,=13/2,=39/16,=3/4,=263/14,=6/7,=263/24,=1/2
28,=28,=2,=13/2,=39/14,=6/7,=405/16,=1/4,=1215/56,=3/14
28,=28,=2,=13/2,=39/14,=6/7,=319/16,=3/4,=319/24,=1/2
28,=28,=2,=13/2,=13/4,=1,=95/8,=3/2,=95/14,=6/7
